Title,Sentence,clean_sentence
Philippine VP Sara Duterte faces new impeachment complaints,"Summary  Daughter of ex-president survived impeachment bid last year  Duterte a frontrunner for 2028 presidency  VP unsurprised, ready to confront allegations, lawyer says  MANILA, Feb 2 (Reuters) - Philippine Vice President Sara Duterte faced another round of impeachment complaints on Monday after surviving attempts to remove her last year, with rights groups and activists accusing her of betraying the public's trust, corruption and other crimes.",president survived impeachment bid last year duterte frontrunner 2028 presidency unsurprised ready confront allegation lawyer say manila feb reuters philippine vice president sara duterte faced another round impeachment complaint monday surviving attempt remove last year right group activist accusing betraying public trust corruption crime
Philippine VP Sara Duterte faces new impeachment complaints,"The daughter of former President Rodrigo Duterte is widely seen as a frontrunner for the 2028 presidential election and prevailed after a similar impeachment bid last year, which the Supreme Court struck down for violating constitutional safeguards.",daughter former president rodrigo duterte widely seen frontrunner 2028 presidential election prevailed similar impeachment bid last year supreme court struck violating constitutional safeguard
Philippine VP Sara Duterte faces new impeachment complaints,"A lawyer for Duterte said the fresh challenge ""comes as no surprise"".",lawyer duterte said fresh challenge come surprise
Philippine VP Sara Duterte faces new impeachment complaints,"""We are prepared to confront these allegations squarely through the proper constitutional processes,"" her lawyer Michael Poa said in a statement.",prepared confront allegation squarely proper constitutional process lawyer michael poa said statement
Philippine VP Sara Duterte faces new impeachment complaints,"BITTER BATTLE  The complaints are the latest twist in the Philippines' tumultuous politics, with the vice president still locked in a bitter battle, opens new tab with former ally President Ferdinand Marcos Jr ahead of the next election.",bitter battle complaint latest twist philippine tumultuous politics vice president still locked bitter battle former ally president ferdinand marcos ahead next election
Philippine VP Sara Duterte faces new impeachment complaints,Marcos cannot run again due to a single-term limit but is expected to back a successor to try to keep Duterte from power.,marcos run due single term limit expected back successor try keep duterte power
Philippine VP Sara Duterte faces new impeachment complaints,Civil society and leftist groups filed two separate complaints against Duterte on Monday based on similar grounds to those lodged last year.,civil society leftist group filed two separate complaint duterte monday based similar ground lodged last year
Philippine VP Sara Duterte faces new impeachment complaints,"Those included her alleged misuse of public funds, bribery for government contracts and threatening to kill Marcos, the first lady, and the former House speaker who is also the president's cousin.",included alleged misuse public fund bribery government contract threatening kill marcos first lady former house speaker also president cousin
Philippine VP Sara Duterte faces new impeachment complaints,The complainants also accused Duterte of ignoring congressional inquiries.,complainant also accused duterte ignoring congressional inquiry
Philippine VP Sara Duterte faces new impeachment complaints,"""The constitution does not permit such cynical disregard for public trust.",constitution permit cynical disregard public trust
Philippine VP Sara Duterte faces new impeachment complaints,"It does not allow the Vice President to treat public funds as a personal war chest while stonewalling all attempts at oversight,"" one of the complaints said.",allow vice president treat public fund personal war chest stonewalling attempt oversight one complaint said
Philippine VP Sara Duterte faces new impeachment complaints,Marcos too is facing a separate impeachment complaint at the House of Representatives.,marcos facing separate impeachment complaint house representative
Philippine VP Sara Duterte faces new impeachment complaints,"Asked for comment on the new complaints against Duterte, the president's communications office said it was a matter for Congress to decide.",asked comment new complaint duterte president communication office said matter congress decide
Philippine VP Sara Duterte faces new impeachment complaints,"""We respect the rule of law and we respect due process.",respect rule law respect due process
Philippine VP Sara Duterte faces new impeachment complaints,"The president wants to fight corruption as much as he can, and people deserve to know the truth,"" it said.",president want fight corruption much people deserve know truth said
Philippine VP Sara Duterte faces new impeachment complaints,"CHALLENGING BID  Unlike last year's complaints, the impeachment effort against Duterte will need to hurdle additional procedures imposed by the Supreme Court last year.",challenging bid unlike last year complaint impeachment effort duterte need hurdle additional procedure imposed supreme court last year
Philippine VP Sara Duterte faces new impeachment complaints,"A midterm election last year also saw more Duterte allies join the Senate, members of which serve as jurors in impeachment cases.",midterm election last year also saw duterte ally join senate member serve juror impeachment case
Philippine VP Sara Duterte faces new impeachment complaints,"""It's even more challenging now, I would say, given this Supreme Court final ruling,"" Senator Risa Hontiveros told foreign correspondents at a forum on Monday.",even challenging would say given supreme court final ruling senator risa hontiveros told foreign correspondent forum monday
"Russia does not want a global conflict, Medvedev says","MOSCOW, Feb 2 (Reuters) - Dmitry Medvedev, a senior Kremlin security official, said in remarks released for publication on Monday that the world was getting very dangerous, but that Russia did not want a global conflict.",moscow feb reuters dmitry medvedev senior kremlin security official said remark released publication monday world getting dangerous russia want global conflict
"Russia does not want a global conflict, Medvedev says","Russia's 2022 invasion of Ukraine triggered the biggest confrontation between the West and Moscow since the depths of the Cold War, though U.S. President Donald Trump's envoys are trying to negotiate an end to the war with Russia and Ukraine.",russia 2022 invasion ukraine triggered biggest confrontation west moscow since depth cold war though president donald trump envoy trying negotiate end war russia ukraine
"Russia does not want a global conflict, Medvedev says","Medvedev, who serves as deputy chairman of Russia's Security Council, a kind of modern-day politburo of Russia's most powerful officials, praised Trump and said it was encouraging that contacts had resumed with Washington.",medvedev serf deputy chairman russia security council kind modern day politburo russia powerful official praised trump said encouraging contact resumed washington
"Russia does not want a global conflict, Medvedev says","But Medvedev, who has repeatedly hurled invective at Kyiv and Western powers while warning of the risks of an escalation of the war towards a nuclear ""apocalypse"", said the West had repeatedly ignored Russian interests.",medvedev repeatedly hurled invective kyiv western power warning risk escalation war towards nuclear apocalypse said west repeatedly ignored russian interest
"Russia does not want a global conflict, Medvedev says","""The situation is very dangerous,"" Medvedev told Reuters, TASS and the WarGonzo Russian war blogger in an interview at his residence outside Moscow.",situation dangerous medvedev told reuters tass wargonzo russian war blogger interview residence outside moscow
"Russia does not want a global conflict, Medvedev says","We're not crazy,"" said Medvedev, who served as Russian president from 2008 to 2012.",crazy said medvedev served russian president 2008 2012
"Russia does not want a global conflict, Medvedev says","President Vladimir Putin remains the final voice on Russian policy, though Medvedev, now an arch-hawk, gives a sense of hardliners' thinking within the Russian elite, according to foreign diplomats.",president vladimir putin remains final voice russian policy though medvedev arch hawk give sense hardliner thinking within russian elite according foreign diplomat
"Russia does not want a global conflict, Medvedev says","A cartoon hanging in the room where the interview took place showed Medvedev, a former lawyer who hails from Putin's hometown of St Petersburg, pointing a submachine gun at European leaders.",cartoon hanging room interview took place showed medvedev former lawyer hail putin hometown petersburg pointing submachine gun european leader
"Russia does not want a global conflict, Medvedev says","WORLD WAS SIMPLY 'TOO MUCH' IN JANUARY  Putin and Trump have both mentioned the risks of escalation over Ukraine, though European diplomats say that Moscow has skillfully played the escalation card to scare Ukraine's allies from getting too heavily involved in the war.",world simply much january putin trump mentioned risk escalation ukraine though european diplomat say moscow skillfully played escalation card scare ukraine ally getting heavily involved war
"Russia does not want a global conflict, Medvedev says","""They say 'No way - these Russians are making it all up - they are sowing horror stories and they will never do anything,"" Medvedev said, adding that what the Kremlin calls the ""Special Military Operation"" in Ukraine showed Russia would stand up for its interests.",say way russian making sowing horror story never anything medvedev said adding kremlin call special military operation ukraine showed russia would stand interest
"Russia does not want a global conflict, Medvedev says","Ukraine and its European allies cast the war, the deadliest in Europe since World War Two, as an imperial-style land grab, and say that if Russia wins in Ukraine then it will one day attack NATO.",ukraine european ally cast war deadliest europe since world war two imperial style land grab say russia win ukraine one day attack nato
"Russia does not want a global conflict, Medvedev says",Conflict first erupted in eastern Ukraine in 2014 after a pro-Russian president was toppled in Ukraine's Maidan Revolution.,conflict first erupted eastern ukraine 2014 pro russian president toppled ukraine maidan revolution
"Russia does not want a global conflict, Medvedev says",Russia annexed Crimea and Moscow-backed separatists battled Kyiv's armed forces in eastern Ukraine.,russia annexed crimea moscow backed separatist battled kyiv armed force eastern ukraine
"Russia does not want a global conflict, Medvedev says","When asked about the flurry of global events of January in Venezuela, over Greenland and elsewhere, Medvedev said that it had all been simply ""too much"".",asked flurry global event january venezuela greenland elsewhere medvedev said simply much
"Russia does not want a global conflict, Medvedev says","On Venezuelan President Nicolas Maduro, a Russian ally, Medvedev said that if Trump had been ""stolen"" by a foreign power, then the United States would have clearly seen it as an act of war.",venezuelan president nicolas maduro russian ally medvedev said trump stolen foreign power united state would clearly seen act war
"Russia does not want a global conflict, Medvedev says","He also said Western claims of a Russian or Chinese threat to Greenland were false ""horror stories"" made up by Western leaders to justify their own behaviour.",also said western claim russian chinese threat greenland false horror story made western leader justify behaviour
"Russia does not want a global conflict, Medvedev says","Before Moscow, Guy ran Brexit coverage as London bureau chief (2012-2022).",moscow guy ran brexit coverage london bureau chief 2012 2022
"Russia does not want a global conflict, Medvedev says","On the night of Brexit, his team delivered one of Reuters historic wins - reporting news of Brexit first to the world and the financial markets.",night brexit team delivered one reuters historic win reporting news brexit first world financial market
"Russia does not want a global conflict, Medvedev says",Guy graduated from the London School of Economics and started his career as an intern at Bloomberg.,guy graduated london school economics started career intern bloomberg
"Russia does not want a global conflict, Medvedev says",He has spent over 14 years covering the former Soviet Union.,spent year covering former soviet union
Russian captain found guilty over crew member's death in US tanker crash,"Summary  Companies  Captain found guilty of gross negligence manslaughter  Ship's crash with US tanker caused death of crew member  Vladimir Motin, 59, will be sentenced on Thursday  LONDON, Feb 2 (Reuters) - The Russian captain of a container ship that crashed into a U.S. tanker off the east coast of Britain in March last year was found guilty in a London court on Monday of causing the death of a crew member through gross negligence.",russian captain container ship crashed tanker east coast britain march last year found guilty london court monday causing death crew member gross negligence
Russian captain found guilty over crew member's death in US tanker crash,"Vladimir Motin, 59, was captain of the Solong when it hit the Stena Immaculate tanker, which was anchored and carrying just over 220,000 barrels of high-grade aviation fuel.",vladimir motin captain solong hit stena immaculate tanker anchored carrying 220 000 barrel high grade aviation fuel
Russian captain found guilty over crew member's death in US tanker crash,"The March 10 crash started a blaze on both ships and caused the death of Solong crew member Mark Pernia, a Philippines national whose body has never been found and is presumed dead.",march crash started blaze ship caused death solong crew member mark pernia philippine national whose body never found presumed dead
Russian captain found guilty over crew member's death in US tanker crash,"Prosecutor Tom Little told jurors at the start of Motin's trial last month that the captain did ""absolutely nothing"" to prevent the collision, having been on course to hit the Stena Immaculate for more than 30 minutes before the crash.",prosecutor tom little told juror start motin trial last month captain absolutely nothing prevent collision course hit stena immaculate minute crash
Russian captain found guilty over crew member's death in US tanker crash,"Motin's lawyer James Leonard said Motin unsuccessfully tried to take the Solong off autopilot and change course, arguing that while Motin was at fault he was not grossly negligent.",motin lawyer james leonard said motin unsuccessfully tried take solong autopilot change course arguing motin fault grossly negligent
Russian captain found guilty over crew member's death in US tanker crash,"Motin, who had pleaded not guilty, was convicted of the gross negligence manslaughter of Pernia after a trial at London's Old Bailey court.",motin pleaded guilty convicted gross negligence manslaughter pernia trial london old bailey court
Russian captain found guilty over crew member's death in US tanker crash,"Little said in court that Pernia's wife, who lives in the Philippines, was seven months pregnant at the time of his death and their child has since been born.",little said court pernia wife life philippine seven month pregnant time death child since born
Russian captain found guilty over crew member's death in US tanker crash,"CRIMINAL TRIAL TO BE FOLLOWED BY LAWSUITS  The Portuguese-flagged Solong was heading from Grangemouth in Scotland to Rotterdam in the Netherlands, mainly carrying alcohol, a journey Motin said he had taken several times.",criminal trial followed lawsuit portuguese flagged solong heading grangemouth scotland rotterdam netherlands mainly carrying alcohol journey motin said taken several time
Russian captain found guilty over crew member's death in US tanker crash,"The Stena Immaculate was waiting for a berth to discharge its cargo when it was hit by the Solong at roughly 18 miles per hour (29 kph), causing a fire and pitching Pernia into the sea.",stena immaculate waiting berth discharge cargo hit solong roughly mile per hour kph causing fire pitching pernia sea
Russian captain found guilty over crew member's death in US tanker crash,"Motin's Russian nationality prompted some suggestions of intentional sabotage, but maritime security sources said at the time that there was no indication of any malicious activity.",motin russian nationality prompted suggestion intentional sabotage maritime security source said time indication malicious activity
Russian captain found guilty over crew member's death in US tanker crash,"The Solong's alarm system had been switched off and the crew of both the Stena Immaculate and the Solong were given no warning of the collision, Little told jurors last month.",solong alarm system switched crew stena immaculate solong given warning collision little told juror last month
Russian captain found guilty over crew member's death in US tanker crash,"The crash is also the subject of civil litigation, with the Solong's owner, a subsidiary of Ernst Russ , facing a lawsuit at London's High Court.",crash also subject civil litigation solong owner subsidiary ernst rus facing lawsuit london high court
Russian captain found guilty over crew member's death in US tanker crash,It has applied to throw out the case and a hearing is due to take place next month.,applied throw case hearing due take place next month
Russian captain found guilty over crew member's death in US tanker crash,"Ernst Russ, which said last year that it was setting up a fund for potential lawsuits, said its ""fullest sympathies remain with the family and loved ones of Mark Angelo Pernia"".",ernst rus said last year setting fund potential lawsuit said fullest sympathy remain family loved one mark angelo pernia
Russian captain found guilty over crew member's death in US tanker crash,"""We continue to provide support to the family,"" it said in a statement, adding: ""They have remained extraordinarily resilient throughout this difficult period"".",continue provide support family said statement adding remained extraordinarily resilient throughout difficult period
Son of Norway's crown princess stands trial for rape and domestic violence,"OSLO, Feb 3 (Reuters) - The son of Norway's crown princess pleaded not guilty to rape and domestic violence but admitted to some lesser charges on the first day of his trial on Tuesday, a case that has shaken the already embattled royal family.",oslo feb reuters son norway crown princess pleaded guilty rape domestic violence admitted lesser charge first day trial tuesday case shaken already embattled royal family
Son of Norway's crown princess stands trial for rape and domestic violence,"Marius Borg Hoiby, 29, son of Crown Princess Mette-Marit and stepson to Crown Prince Haakon, could face multiple years in prison if found guilty of the most serious of the 38 charges against him.",marius borg hoiby son crown princess mette marit stepson crown prince haakon could face multiple year prison found guilty serious charge
Son of Norway's crown princess stands trial for rape and domestic violence,"As the trial started, a poll pointed to an erosion in Norwegians' traditionally strong support for their monarchy.",trial started poll pointed erosion norwegian traditionally strong support monarchy
Son of Norway's crown princess stands trial for rape and domestic violence,"The proceedings come days after Hoiby's mother apologised for her ""poor judgment"" in maintaining contacts with the late U.S. sex offender Jeffrey Epstein after he was convicted in 2008.",proceeding come day hoiby mother apologised poor judgment maintaining contact late sex offender jeffrey epstein convicted 2008
Son of Norway's crown princess stands trial for rape and domestic violence,"NO SPECIAL TREATMENT, PROSECUTOR SAYS  On Tuesday, Hoiby pleaded not guilty to four counts of rape and one of domestic violence.",special treatment prosecutor say tuesday hoiby pleaded guilty four count rape one domestic violence
Son of Norway's crown princess stands trial for rape and domestic violence,"He pleaded guilty to one count of offensive sexual behaviour, driving too fast and driving without a valid license, among other charges.",pleaded guilty one count offensive sexual behaviour driving fast driving without valid license among charge
Son of Norway's crown princess stands trial for rape and domestic violence,He also said he was partially guilty - a plea allowed under Norwegian law - of aggravated assault and reckless behaviour.,also said partially guilty plea allowed norwegian law aggravated assault reckless behaviour
Son of Norway's crown princess stands trial for rape and domestic violence,"After a short adjournment, Hoiby - wearing a brown jumper over a white T-shirt, dark green trousers and white trainers - returned to sit behind his lawyers, his body sometimes shaking and his hands clasped tightly together.",short adjournment hoiby wearing brown jumper white shirt dark green trouser white trainer returned sit behind lawyer body sometimes shaking hand clasped tightly together
Son of Norway's crown princess stands trial for rape and domestic violence,Lead prosecutor Sturla Henriksboe said Hoiby would be treated like any other Norwegian.,lead prosecutor sturla henriksboe said hoiby would treated like norwegian
Son of Norway's crown princess stands trial for rape and domestic violence,"""He will not be handled tougher or milder because he is part of this family,"" Henriksboe said in his opening statement.",handled tougher milder part family henriksboe said opening statement
Son of Norway's crown princess stands trial for rape and domestic violence,"In response, Hoiby's lawyer said her client's treatment had been anything but fair.",response hoiby lawyer said client treatment anything fair
Son of Norway's crown princess stands trial for rape and domestic violence,"""The press coverage - which defendant sees 10,000 press articles written about him?",press coverage defendant see 000 press article written
Son of Norway's crown princess stands trial for rape and domestic violence,"He has experienced books being written about him and more are coming,"" Ellen Holager Andenaes told the court.",experienced book written coming ellen holager andenaes told court
Son of Norway's crown princess stands trial for rape and domestic violence,Crown Prince Haakon said in a statement he and his wife were not planning to attend the court proceedings.,crown prince haakon said statement wife planning attend court proceeding
Son of Norway's crown princess stands trial for rape and domestic violence,"He is a Norwegian citizen, so he has the same responsibilities as everyone else, as well as the same rights.""",norwegian citizen responsibility everyone else well right
Son of Norway's crown princess stands trial for rape and domestic violence,"We know many are going through a difficult time,"" he said.",know many going difficult time said
Son of Norway's crown princess stands trial for rape and domestic violence,"FAMILY HIT BY TRAVAILS AND SCANDALS  The case is the most serious crisis to hit the Norwegian royal family in peacetime, historian Trond Noren Isaksen said in the run-up to the hearing, though Hoiby does not have a royal title and is outside the line of succession.",family hit travail scandal case serious crisis hit norwegian royal family peacetime historian trond noren isaksen said run hearing though hoiby royal title outside line succession
Son of Norway's crown princess stands trial for rape and domestic violence,"Norway's parliament on Tuesday voted overwhelmingly in favour of maintaining the monarchy, rejecting a proposed change to a republic after a long-planned-for debate.",norway parliament tuesday voted overwhelmingly favour maintaining monarchy rejecting proposed change republic long planned debate
Son of Norway's crown princess stands trial for rape and domestic violence,But an opinion poll conducted a day earlier for daily newspaper Verdens Gang showed a fall in the number of Norwegians favouring keeping the monarchy - to 61% from 72% last year - and a 10-percentage-point rise to 27% in support for a republic.,opinion poll conducted day earlier daily newspaper verdens gang showed fall number norwegian favouring keeping monarchy last year percentage point rise support republic
Son of Norway's crown princess stands trial for rape and domestic violence,The monarch has faced a series of other travails and scandals in recent years.,monarch faced series travail scandal recent year
Son of Norway's crown princess stands trial for rape and domestic violence,Mette-Marit needs a lung transplant after being diagnosed with pulmonary fibrosis in 2018.,mette marit need lung transplant diagnosed pulmonary fibrosis 2018
Son of Norway's crown princess stands trial for rape and domestic violence,"King Harald's daughter, Martha Louise, stepped down from official royal duties in 2022 to allow her to pursue her own business ventures, and said both she and her husband, an American self-styled shaman, would refrain from using her title as princess in a commercial setting.",king harald daughter martha louise stepped official royal duty 2022 allow pursue business venture said husband american self styled shaman would refrain using title princess commercial setting
Son of Norway's crown princess stands trial for rape and domestic violence,They were both criticised last year for starring in a Netflix documentary chronicling their daily lives.,criticised last year starring netflix documentary chronicling daily life
Son of Norway's crown princess stands trial for rape and domestic violence,"MULTIPLE CHARGES  Among the charges against Hoiby are one count of rape with sexual intercourse and three counts of rape without intercourse, some of which he filmed on his telephone, the prosecution said.",multiple charge among charge hoiby one count rape sexual intercourse three count rape without intercourse filmed telephone prosecution said
Son of Norway's crown princess stands trial for rape and domestic violence,"In January, it added new charges, including the possession and transport of 3.5 kg (7.72 pounds) of marijuana.",january added new charge including possession transport pound marijuana
Son of Norway's crown princess stands trial for rape and domestic violence,"In 2024, police named Hoiby as a suspect of physical assault against a woman with whom he had been in a relationship.",2024 police named hoiby suspect physical assault woman relationship
Son of Norway's crown princess stands trial for rape and domestic violence,"On Sunday, police detained Hoiby on suspicion of causing bodily harm, wielding a knife and violating a restraining order.",sunday police detained hoiby suspicion causing bodily harm wielding knife violating restraining order
Instant View: Markets plunge as precious metals meltdown spills over,"SINGAPORE, Feb 2 (Reuters) - A collapse in precious metals spilled over into broad markets in Asian trading on Monday, prompting broad selling of many of the top-performing stocks of the past year.",singapore feb reuters collapse precious metal spilled broad market asian trading monday prompting broad selling many top performing stock past year
Instant View: Markets plunge as precious metals meltdown spills over,"PRECIOUS METALS: Silver fell as much as 14.2% to lows of $72.63 and gold tumbled as much as 7.5% to $4,499.34.",precious metal silver fell much low gold tumbled much 499
Instant View: Markets plunge as precious metals meltdown spills over,"EMERGING MARKET STOCKS: South Korea's Kospi (.KS11), opens new tab, last year's best performing major market globally in U.S. dollar terms, slumped 5.6% at one point, while Jakarta's market extended losses from last week, with losses reaching as much as 5.7%.",emerging market stock south korea kospi ks11 last year best performing major market globally dollar term slumped one point jakarta market extended loss last week loss reaching much
Instant View: Markets plunge as precious metals meltdown spills over,"MSCI's broadest index of Asia-Pacific shares outside Japan (.MIAPJ0000PUS), opens new tab was last down 2.8%.",msci broadest index asia pacific share outside japan miapj0000pus last
Instant View: Markets plunge as precious metals meltdown spills over,"US STOCKS: S&P 500 e-mini futures were last down 1.2%, while Nasdaq futures slumped 1.6%.",stock 500 mini future last nasdaq future slumped
Instant View: Markets plunge as precious metals meltdown spills over,"CRYPTOCURRENCIES: Ether was down as much as 5.24% to $2,166.79, while Bitcoin slid 2.4% to $74,546.46 after rising as much as 2.2% earlier.",cryptocurrencies ether much 166 bitcoin slid 546 rising much earlier
Instant View: Markets plunge as precious metals meltdown spills over,"CHRISTOPHER FORBES, HEAD OF ASIA AND MIDDLE EAST, CMC MARKETS  ""It’s risk off and de-leveraging - a flushing out of leverage in the system which has built up.",christopher forbes head asia middle east cmc market risk leveraging flushing leverage system built
Instant View: Markets plunge as precious metals meltdown spills over,"Cheap and easy access to risk in concentrated positions across mainly retail investors is being unwound.""",cheap easy access risk concentrated position across mainly retail investor unwound
Instant View: Markets plunge as precious metals meltdown spills over,"GREGOR GREGERSEN, FOUNDER, SILVER BULLION, SINGAPORE:  ""When it comes to the physical markets, we have had shortages in retail silver products for months.",gregor gregersen founder silver bullion singapore come physical market shortage retail silver product month
Instant View: Markets plunge as precious metals meltdown spills over,"We are seeing suppliers—even some institutional-level suppliers—raise premiums, and some have stopped taking new orders altogether.",seeing supplier even institutional level supplier raise premium stopped taking new order altogether
Instant View: Markets plunge as precious metals meltdown spills over,"We are also seeing jurisdictions such as China, Dubai, and India where prices for physical silver are considerably higher than Western spot prices, resulting in significant dislocation and disruption.",also seeing jurisdiction china dubai india price physical silver considerably higher western spot price resulting significant dislocation disruption
Instant View: Markets plunge as precious metals meltdown spills over,"""A year ago, we were pricing silver bars at 60 to 70 cents above spot in dollar terms.",year ago pricing silver bar cent spot dollar term
Instant View: Markets plunge as precious metals meltdown spills over,"Today, premiums are more in the range of USD 3.50–4.50, and smaller retail bars regularly sell for as much as USD 8 over spot..we are focused on managing strong demand in the face of limited supply and determining how much physical premiums need to increase.",today premium range usd smaller retail bar regularly sell much usd spot focused managing strong demand face limited supply determining much physical premium need increase
Instant View: Markets plunge as precious metals meltdown spills over,"MARK MATTHEWS, HEAD OF RESEARCH FOR ASIA, BANK JULIUS BAER, SINGAPORE:  ""The financial asset most influenced by Fed policy is the treasury bond.",mark matthew head research asia bank julius baer singapore financial asset influenced fed policy treasury bond
Instant View: Markets plunge as precious metals meltdown spills over,But it’s yield was almost unchanged when Warsh’s nomination was announced.,yield almost unchanged warsh nomination announced
Instant View: Markets plunge as precious metals meltdown spills over,So precious metals prices - which are much less directly linked to Fed policy – can’t have collapsed because of Warsh’s nomination.,precious metal price much less directly linked fed policy collapsed warsh nomination
Instant View: Markets plunge as precious metals meltdown spills over,"""The more likely explanation is that precious metals prices collapsed simply because they had already gone parabolic in the previous week.",likely explanation precious metal price collapsed simply already gone parabolic previous week
Instant View: Markets plunge as precious metals meltdown spills over,"""Of course prices could fall from here, and probably should given oil is down 5% today.",course price could fall probably given oil today
Instant View: Markets plunge as precious metals meltdown spills over,"But as soon as people feel the precious metals market has stabilized, they will jump back in and buy.",soon people feel precious metal market stabilized jump back buy
Instant View: Markets plunge as precious metals meltdown spills over,"Their two fundamental drivers remains unchanged – namely the US dollar should continue to depreciate, and central banks should increase their holdings in gold.",two fundamental driver remains unchanged namely dollar continue depreciate central bank increase holding gold
Instant View: Markets plunge as precious metals meltdown spills over,"""The price ascent probably won’t be as steep as it was before, but that’s a good thing.""",price ascent probably steep good thing
Instant View: Markets plunge as precious metals meltdown spills over,"ORIANO LIZZA, SALES TRADER, CMC MARKETS, SINGAPORE:""There has been a lot more increased funding and things over the weekend and obviously first thing this morning as well, from our client side, looking to protect positions should they not want to liquidate or realise any of those losses.",oriano lizza sale trader cmc market singapore lot increased funding thing weekend obviously first thing morning well client side looking protect position want liquidate realise loss
Instant View: Markets plunge as precious metals meltdown spills over,"It's just basically a byproduct of the market, something like this ensues panic, and then you do get a lot more inquiries.",basically byproduct market something like ensues panic get lot inquiry
Instant View: Markets plunge as precious metals meltdown spills over,"""We've probably seen an increase in trading volumes and things like that, as with other brokers... there's been a lot more institutional activity as well we've seen since Friday, and that's because they kind of need to shore up their positions with us, because they're using us for liquidity, and they need to make sure they can hold on to those positions.""",probably seen increase trading volume thing like broker lot institutional activity well seen since friday kind need shore position using liquidity need make sure hold position
Instant View: Markets plunge as precious metals meltdown spills over,"JAMES OOI, MARKET STRATEGIST, TIGER BROKERS, SINGAPORE:""The stock rout we are seeing is partly driven by margin calls following the sharp sell-off in gold and silver, as well as Oracle’s $50 billion fundraising and the broader crypto downturn.",james ooi market strategist tiger broker singapore stock rout seeing partly driven margin call following sharp sell gold silver well oracle billion fundraising broader crypto downturn
Instant View: Markets plunge as precious metals meltdown spills over,Policy uncertainty surrounding Kevin Warsh’s potential appointment as Fed chair has also weighed on market sentiment.,policy uncertainty surrounding kevin warsh potential appointment fed chair also weighed market sentiment
Instant View: Markets plunge as precious metals meltdown spills over,"While he appears supportive of rate cuts, his preference for shrinking the Fed’s balance sheet still signals tighter financial conditions overall.""",appears supportive rate cut preference shrinking fed balance sheet still signal tighter financial condition overall
Instant View: Markets plunge as precious metals meltdown spills over,"MARC VELAN, HEAD OF INVESTMENTS, LUCERNE ASSET MANAGEMENT, SINGAPORE:  ""It’s certainly been a lively start to the week.",marc velan head investment lucerne asset management singapore certainly lively start week
Instant View: Markets plunge as precious metals meltdown spills over,"""This looks less like a single catalyst and more like a classic de-leveraging / liquidity squeeze.",look less like single catalyst like classic leveraging liquidity squeeze
Instant View: Markets plunge as precious metals meltdown spills over,"Crowded positioning in the most liquid leaders, systematic selling (vol-targeting / CTAs), and margin-driven liquidation tend to hit 'what you can sell' first.",crowded positioning liquid leader systematic selling vol targeting ctas margin driven liquidation tend hit sell first
Instant View: Markets plunge as precious metals meltdown spills over,That dynamic fits with prior leaders underperforming and correlations rising.,dynamic fit prior leader underperforming correlation rising
Instant View: Markets plunge as precious metals meltdown spills over,"""Precious metals: the speed and magnitude of the move suggest a positioning washout rather than a clean macro re-pricing.",precious metal speed magnitude move suggest positioning washout rather clean macro pricing
Instant View: Markets plunge as precious metals meltdown spills over,"From here, further downside is possible, but the key question is whether forced selling continues - typically you see a sharp rebound attempt followed by a choppier consolidation phase.",downside possible key question whether forced selling continues typically see sharp rebound attempt followed choppier consolidation phase
Instant View: Markets plunge as precious metals meltdown spills over,"""In this type of tape, the early havens are usually USD cash and short-dated, high-quality duration.",type tape early haven usually usd cash short dated high quality duration
Instant View: Markets plunge as precious metals meltdown spills over,"Beyond that, dispersion tends to rise and traditional 'havens' can fail if the move is driven by leverage rather than fundamentals.""",beyond dispersion tends rise traditional haven fail move driven leverage rather fundamental
Instant View: Markets plunge as precious metals meltdown spills over,"SEO SANG-YOUNG, ANALYST, MIRAE ASSET SECURITIES, SEOUL:  ""A commodity market shock of increased volatility in gold and silver triggered a liquidity shock for institutional investors with margin calls.",seo sang young analyst mirae asset security seoul commodity market shock increased volatility gold silver triggered liquidity shock institutional investor margin call
Instant View: Markets plunge as precious metals meltdown spills over,"That resulted in a sharp drop in Bitcoin prices as well as stock markets, and the domestic market is falling more steeply than others because its rally had been much faster.",resulted sharp drop bitcoin price well stock market domestic market falling steeply others rally much faster
Instant View: Markets plunge as precious metals meltdown spills over,"We are not seeing margin calls for retail investors yet, but the market is in panic selling, so it is inevitable for market volatility to remain high for the time being.""",seeing margin call retail investor yet market panic selling inevitable market volatility remain high time
Instant View: Markets plunge as precious metals meltdown spills over,"CHRISTOPHER WONG, STRATEGIST, OCBC, SINGAPORE:  ""The continued selloff in precious metals reflects a stacking of technicals and sentiment pressure.",christopher wong strategist ocbc singapore continued selloff precious metal reflects stacking technical sentiment pressure
Instant View: Markets plunge as precious metals meltdown spills over,"While prices are now less elevated after the correction, sensitivity to the U.S. dollar, yield repricing and Fed policy uncertainty remains high, and margin-related selling and the triggering of sell-stops further amplified the move.""",price less elevated correction sensitivity dollar yield repricing fed policy uncertainty remains high margin related selling triggering sell stop amplified move
Germany arrests five suspected of supplying Russian firms in sanctions breach,"BERLIN, Feb 2 (Reuters) - Germany has detained five people suspected of operating a network that exported goods to Russian defence companies, contravening European Union sanctions imposed after Moscow's invasion of Ukraine, federal prosecutors said on Monday.",berlin feb reuters germany detained five people suspected operating network exported good russian defence company contravening european union sanction imposed moscow invasion ukraine federal prosecutor said monday
